user_name,age_range,review,review_star,list_of_recommends
rizqaras,19 - 24,"Aku pakai ini karna temen ku emang rata rata pakai ini dan mereka cocok. Gatau kenapa di aku ga cocok bgt:(( bikin wajah aku lebih berminyak dari biasanya dan lengket, apalagi di daerah T-Zone. Jadi aku stop pakai ini dan ganti sunscreen lain.",1,No
nabiilahirfans,18 and Under,"awalnya bagus sih tp setelah bbrp hari kulit aku jd gatel"" dan benjol""an di pipi dan di dahi muncul 4 jerawat pdhl sbmumnyya ga knp"" dan lebih cocok yg formula yg lama krn yg baru ga bgt di aku sayang bgt pdhl nyarinya gampang ga susah..........",1,No
astrirahma16,19 - 24,"ini lah sunscreen (SS) pertama yang aku coba, dan yang membuat ku sempet mikir kalau pake SS itu ga guna (maaf ya kulitku😭) dia itu tekstur nya ringan sih, mirip body lotion. wanginya enak dan bikin seger pas di apply di muka. tapi, dia bikin kulit ku tambah oily terus kusem bgt! pake makeup jadi luntur2 gajelas gitu. sayang banget padahal murah dan gampang didapat, sayang kita ga jodoh...",1,No
xannix,19 - 24,Teksturnya agak lengket dan bikin kulit kusam di aku. Pertama pake langsung muncul jerawat yang ada mata putihnya gitu 😖 dia juga bikin kulit aku berminyak bangeet. Yang mukanya oily kayanya kurang cocok deh jadi tambah berminyak. Repurchase? Nooo,1,No
Fhiliiip,25 - 29,"texturenya lengket. bikin kusam. bikin jerawatan pula. bikin whitecase. ga nyatu sama bedak. emang ga cocok segala skincare dan makeup dari brand ini. padahal harganya terjangkau dan gampang didapet, varian makepu dan skincarenya juga macem2",1,No
windiasalsabilla,19 - 24,"gasuka sama sunscreen ini. bikin mukaku yang oily makin oily. meskipun harganya terjangkau, but i don't recommend this product to oily skin, karna bakal bikin muka sangat kusammmmmmmmmmmmmmmmmmmmmmmmmmmmmm😣😣😣😣😣😣😣😣😣😣😣😣",1,No
dimahira,25 - 29,"Nyoba ini pas jaman kuliah sih sebenernya. Ga suka teksturnya karena lotion bgt ga kyk sunscreen pada umumnya. Meskipun dia SPF 30 tapi ga begitu tahan lama kayanya setengah jam udah ga melindungi kulit dari paparan sinar matahari deh, harus cepet-cepet reapply bgt. Udah gitu kalo pake bedak setelah make ini tuh ga enak banget deh ga align gitu. Aku gatau deh produk ini masih dijual atau engga sampe sekarang. Udah improve atau belum ya kalau masih dijual? Jujur sih ga bagus produk ini, not recommended buat oily skin kayak aku",1,No
hannisald,18 and Under,gak banget lagi pake produk ini! jujur bikin muka kusem abs! klaimnya si buat muka oily tapi big no! malah bikin muka kaya kilang minyak dan bruntusan karna saking minyakannya! dan bikin timbul jerawat! no like banget,1,No
Rizcaamelia,18 and Under,"Sunscreennya gak cocok diaku,pertama kali pemakaian langsung muncul bruntus kecil” gitu,untuk teksturnya sih kek cream tapi agak watery sedikit,wanginya juga lumayanlah,tapi gak cocok padahal baru 1 kali pemakaian,jadinya aku kasih ketemen aku :(",1,No
nabiradita,25 - 29,"Tekstur nya sebenernya oke, cepet meresap di aku. Cuma setelah sekali pake besoknya langsung bruntusan + jerawatan parah banget di dagu. Totally break out. Setelah sembuh, nekat cobain sekali lagi karna ya siapa tau waktu itu jerawatan bukan karena produk ini. Ternyata setelah pake besoknya break out lagi. Wkwk, memang tidak jodoh ternyata.",1,No
sallsaaz,18 and Under,"beli ini karena lg di fase pencarian basic skincare, okey kita mulai dr sunscreen. ternyata setelah di pakai timbul jerawat, langsung aku stop, dan karena sisanya masi banyak bgt aku pakai buat di tangan atau di kaki. teksturnya cream, ada whitecast setelah aku pakai ini. sorry to say aku ga cocok sm produk2 wardah🙂",1,No
amiaww,19 - 24,"Kecewa banget lah sama sunscreen ini.Proteksi nya cegah belang ga ada menurutku.Trus bikin kusam iya,minyakan iya,kucel,menghitam kulitku.Cracky apalagi.Malu banget kalau ingat jamannya pakai ini kulitku ntah cam mana😖",1,No
Masitharie,19 - 24,"Beli ini karena kata banyak orang bagus dan tertarik karena bentuknya gel. Tapi di kulitku yang kombinasi-sensitif, sunscreen ini ngebikin kulitku merah-merah gatal gitu dan diakhir hari pemakaian kulitku dibagian pipi yang biasanya normal jadi berminyak dan timbul jerawat di beberapa titik. Mungkin sunscreen ini lebih cocok untuk orang yang kulitnya normal dan tidak sensitif.",1,No
elni,18 and Under,"Terbad product!! Muka jadi full of kilang minyak semua dong lagipula doi juga panas banget dimuka😭😭 aku kira wah karena dia banyak yang good review ternyata bad di aku. Sampai sekarang ga terpakai udah lewat exp gitu takut pakenya, apa mukaku yang haram😭",1,No
raisafadilah,19 - 24,"gak suka bgt sama produk ini huhu sampe aku dulu trauma ga mau pake sunscreen :( teksturnya super aneh kek berminyak gitu dan after apply pun beneran mukanya kek kertas gorengan:( dan dia bikin aku bruntusan, tapi mungkin bruntusannya grgr kurang bersih aja",1,No
ikamulandarie,19 - 24,Salah pilih sunscreen. Ini tuh kayaknya cocok buat yg kulitnya dry. Di aku yg mukanya minyakan gini ampun pakai ini. Greasy parah. Setelah pakai ini muka aku jadi merah-merah. Ga nimbulin jerawat tapi.,1,No
Febripusparini,19 - 24,"dulu sempet pake, terus bikin kulitku jadi lengket, kusam. Terus coba lagi karena lagi nyoba rutin pake skincare. ternyata hasilnya masih sama aja ☹ pas finish skincare kulit jadi oke tapi begitu pake ini kulit auto dekil+lengket ☹",1,No
Nurizki,25 - 29,"menurut gue teksturnya thick banget, trus ninggalin white-cast. se-ngga-cocok itu sama produk wardah yang satu ini. padahal waktu itu ini mau dijadiin sunscreen buat pertama kali. yaudah lah yaaaaaaaa",1,No
elvnk,18 and Under,"aku sangat ga suka sama produk ini. jadi aku beli karna emang lagi cari2 sunscreen gitu dan tertarik sama ini. karna kan brand wardah kayak ya terkenal gitu lah ya. trs aku pake lumayan lah dua kingguan gt. dan yang buat aku sedih kecewa dan marah adalah tbtb muncul satu jerawat gt, awalnya mikir positif mungkin emg lagi masa2nya jerawat. tapi ternyata bsk2nya langsung muncul lah anak2 si jerawat tersebut, muka aku langsung gradakan ga jelas, sampe sekarang juga masih bingung mau gimana ngilanginnya:((",1,No
muthea,25 - 29,"Lengket, kurang suka karena saat membasuh muka untuk berwudhu jadi agak lengket dan geli. Maaf ya. Tapi mau bagaimana lagi. padahal produk ini ga white cast di aku. smeoga formulanya diperbaiki lagi hehe",1,No
madeliefst,19 - 24,"Dulu pakai sunscreen ini karena banyak orang di sekitarku yang pake. Saat itu aku nggak terlalu tau mana sunscreen yang bagus. Akhirnya pakai yang orang-orang pakai. Aku benar-benar nggak cocok pakai produk ini. Wajahku jadi sangat berminyak yang kalau jari di swipe di wajah, ada minyaknya yang nempel di jari. Separah itu. ",1,No
mutiaraors,19 - 24,huhu produk ini bikin wajahku bruntusan setiap pake :( padahal teksturnya aku suka banget. Awal pakenya aku kira wajah bruntusan gara-gara emang lagi bruntusan aja eh kemarin baru aku pake lagi dalam kondisi muka yang baik-baik aja tiba-tiba bruntusan parah.,1,No
dindamahardikaa,19 - 24,"gak cocok sama ini😭😭 pengen nangis aja. aku tuh tipe orang yang gak peka banget, pas pakai gak terjadi apa apa. pas seminggu pakai muka ku yang semulanya putih malah jadi warna abu abu setelah apply terus buat aku bruntusan parah sumpah 😭😭😭 padahal temen temenku pada cocok",1,No
deaAyomi,25 - 29,Pemakaian awal baik2 aja. Tapi lama2 kok jd muncul jerawat di jidat dan tambah banyak. sempet mikir jangan2 karna ga cocok sama sabun muka atau apa. ternyata aku ga cocok sama sunblocknya setelah brosing2 ada yg kejadiannya sama kayak aku :( akhirnya ku kasihkan temen ku yang cocok.,1,No
adizadiza,25 - 29,"Mungkin kulitku yang terlalu sensitif ini belum cocok dan it doesnt work on my face. Nyoba 1x kulit perih gatel-gatel aku pikir karena rangkaian lainnya. Nyoba yang ke 2x masih perih juga dan kulit kemerahan. Nyoba yang ke 3x langsung muncul jerawat :"")",1,No
Sskawlndr,18 and Under,"hmmm my first sunscreen nyoba nyoba karena udah kenal dunia per skincare an dan tau bahwa sunscreen itu penting,but wardah sunscreen ini bikin wajah aku super duper minyakan and kusam :( monangis kalo keinget haha",1,No
Ulfa1904,25 - 29,Gak cocok di aku. Sebenernya habis pake kulit jadi lembab & agak cerahan. Tapi malamnya/besoknya muncul jerawat gede 2-3 biji. Nyut2an. Ku kira hormon. Ku pake 3 hari berturut2 jerawat pada teriak muncul dong. Sedih. Susah memang cari sunscreen yg cocok.,1,No
chrisandini,19 - 24,"dia ada semacam kandungan yg buat naikin tone up kulit, tapi setelah siangan muka jadi berubah jadi berminyak dan sedikit oxidize. ini dulu jadi suncreen pertama akuu. dan setelah pemakaian kerasa lebih kusam",1,No
shaniaels,19 - 24,"Aku gak suka banget, aku cobain sunscreen ini selama seminggu  dan ternyata aku gak cocok soalnya bikin aku bener” berminyak yang gak enak gitu dan aku ngerasa pori-pori aku jadi keliatan membesar gitu.",1,No
reisya,19 - 24,ini ss tahan keringat gitu tapi sayangnya oksidasi jadi bikin muka kusam.                                                                               baunya lumayan nyengat dan nimbul whitecast juga,1,No
AlodiaSalsabila,18 and Under,"gasuka banget,ini stekturnya kan gel dan ini untuk kulit aku yang pori2ny besar parahh nyumbat dong dan ini tu nyebab in banyak bruntusan.padahal mudah ditemuin sayanggggg banget ga cocok huaaaa:'(((((",1,No
dillayas,19 - 24,"Pertama kali cobain produk ini langsung kerasa efeknya. Baru beberapa jam pake kulit langsung keliatan bruntusan, setelahnya aku ngerasa muka aku jadi gatel, sedikit panas, bikin jerawat di beberapa tempat yang biasanya ga muncul jerawat. Kulit aku yang oily juga jadi kering di beberapa tempat sampai ngelupas, se parah itu sih efeknya, bikin kapok ganti ganti sunscreen.",1,No
Deelafadilah,19 - 24,"Sunscreen yg tidak terlalu aku sukai.
Sebenarnya oke lah ya harganya murah, tapi it doesn't work for me.
Lama nyerapnya, finishnya berminyak, agak gerah gitu, trus muncul beberapa jerawat & lengket.
Wanginya suka sih, masih lembut gitu ga kaya sunscreen kebanyakan yg agak menyengat.",1,No
suciati_hartanti,25 - 29,sayang sekali aku gak cocok pake produk ini. baru awal pake udah bikin jerawat dan bruntusan semuka. hari berikutnya aku coba pake lagi malah tambah parah. jadi aku hentikan pemakaiannya.. skrg blm brani coba lagi 😁karna udah cocok pake yang lain,1,Null
amalifauzia,19 - 24,"big no. wajah jadi kusam, anti bgt sama sunscreen ini. kulit jadi minyakan gitu padahal dulu pernah pake dan habisss, tapi pas pembelian kedua kok jadi begini, gatau knp tapi sampe skrg tiap ngeliat ini mah sudah selewatan aja ",1,Null
rfimya,19 - 24,"kurang suka sama produk ini soalnya bikin muka kaya minyakan bgt (walaupun kulitku tipenya kering), nyerap ke kulitnya lama, lengket pula. trus bikin muka ku timbul bruntusan gitu dan ga ada efek apa2 dimukaku",1,No
nrailaa,19 - 24,"aku ga cocok pake sunscreen ini, tekstur nya lengket banget lama nyerapnya, mukaku jadi minyakan banget kaya kilang minyak jadinya:(
gara gara pake sunscreen ini mukaku jadi kusem terus tumbuh jerawat gitu gede
aku kasih temenku ternyata dia cocok, aku gamau pake lagi:(",1,No
yrwe91,25 - 29,"Aku kurang suka sama produk ini. Memang harganya murah, tapi kurang cocok dikulitku karena bikin jerawatan. Teksturnya gel yang lengket dan agak susah dibaurkan di kulit. Agak lama nyerap dan baunya kurang suka aja. ",1,No
Jerr,18 and Under,"Awalnya makek trus gapapa, alias biasa aja ga ngaruh apa apa. Nah aku kan agak lama ga makek, trus kan sayang tuh:v Yaudah dipake lagi, eh beberapa hari malah bruntusan parah :(((Nyesel sumpah :(Gamau pake lagi",1,No
diniati,19 - 24,"Penasaran karena harganya murah dibandingkan sunscreen lain. Ternyata cukup mengecewakan karena nggak meresap ke kulit dan teksturnya terasa berat di muka. Selain itu, kalau udah siang bikin muka terlihat oily dan kusam.",1,No
pendrianaad,19 - 24,Kurang suka sama produk ini. Efek melembabkannya sih cukup melembabkan dan ga bikin white cast yang berlebihan. Tapi di kulit aku bikin bruntusan dan agak gatal gitu. Alhasil kulit wajahku jadi merah merah.,1,No
trishakp,18 and Under,"beli ini karna lg travel dn sunscreen aku ketinggalan, bau nya gaenak, efek nya juga. bikin wajah aku berminyak, 1 mingguan aku pake , ga nyaman dikulit aku, packaging nya lucu si, ga makan tempat. sayang ga cocok",1,No
trishakp,18 and Under,"beli ini karna lg travel dn sunscreen aku ketinggalan, bau nya gaenak, efek nya juga. bikin wajah aku berminyak, 1 mingguan aku pake , ga nyaman dikulit aku, packaging nya lucu si, ga makan tempat. sayang ga cocok",1,No
rachmaadtc,18 and Under,"pernah nyoba punya temen karena penasaran, teksturnya lengket dan lama meresap dikulitku baunya fine2 aja sih tapi syok bgt kubawa olahraga abis itu mukaku gosong bgt dekil bgt jadi sebel sama sunscreen ini. untung aku belum beli, sayang bgt padahal affordable",1,No
narawidyald,25 - 29,"Sedih banget karena gak cocok sama produk ini padahal murah banget. Bikin beruntusan mukaku dan bikin muka kayak kilang minyak. Teksturnya cukup kental(antara gel-krim) warna putih, aromanya aku juga nggak suka.",1,No
iraerikaaa,18 and Under,teksturnya terlalu thick dan di kulit aku yg berminyak ini bnr” nambah muka ku minyakan apa lagi kalo udah agak siangan huhu dan yg plg ngeselin dia bikin clogged pores dongg jadi makin jerawatan dehh,1,No
syaiya,19 - 24,"waktu itu beli ini karena beauty vlogger katanya ini salah satu a good product. dan akhirnya memutuskan beli, harganya murah ramah dikantong bgt. ngga harus mikir panjang buat beli ini. but, ini ngga sama sekali cocok di aku, pake 2× langsung beruntusan meradang. akhirnya memutuskan untuk stop.",1,No
Tiyasayu68,19 - 24,"Awalnya asal coba karna si skin aqua spf 30 gel susah di cari eh ternyata cocok dan enak, gak bikin break out atau kusam. Packaging: simple banget di tube warna putih dan tutupnya warnanya juga wardah banget, ada kombinasi warna orange. Di belakangnya ada tulisan manfaat, ingredients, dan juga cara pakai. Tekstur: teksturnya gel, cair banget, warna putih susu, kalo di blend jadi transparan, blendnya agak lama, karna dia agak susah gitu buat jadi merata, aroma harumnya enak. Mengandung aloe vera vit E & B5 serta PA +++ Finish: lembab, lebih terlihat glowing, gak bikin oily di aku, kalo lagi mau keliatan dewy biasanya aku pake sunscreen wardah ini yup aku make up dan gak make up daily always pake UV protector.",1,Null
almaawd,19 - 24,"this.product.breaks.me.out. parah bangeeet break outnya huhu merah2, jerawat kecil2 tp sakit, dan somehow ada yg ngelupas gt. bikin mukaku makin makin aja berminyaknya. dan berasa lengket banget pula. repurchase? never!",1,No
nabilanasyta,19 - 24,"Aku bener-bener ga cocok pake sunscreen wardah☹️. Muka aku yang oily jadi makin nambah oily!!!! Dan juga aku agak terganggu sama wanginya, gak suka kaya bau obat gitu. Ujung-ujungnya aku pake di tangan dan kaki aku.",1,No
Njwazaliaa18,18 and Under,"awalnya berniat utk beli ss emina ternyata g ada, trus dtawari mba2 nya sama wardah ini. Trus aku beli deh, awal pakek kok jadi berminyak, panas, lngsung muncul merah2 gitu itu efek pertama pakek, trus  aku coba lagi, ternyata bener2 g cocok, jadi ada jerawat di tempat yg g pernah ada jerawat. BIG NOOO!",1,No
imellinniaradh,19 - 24,"I'm fuckin sorryyyy, I dont recomended this product cuz I think bikin keleng², terus lengket, dan sedihmya aku bruntusan pake ini:((((( sedih banget, padahal banyak yang cocok, tapi di aku ga cocok dan bikin keleng²:(",1,No
Zaahsb,19 - 24,"Aku tuh dulu pakai ini di kls 3 SMA, sekitar 3 thn lalu😅😅 dan ini ss pertama aku. Pakai ini hasilnya jauh dr ekspektasi aku, karna kan aku tuh dulu mikirnya ss dr wardah uda bagus banget. Hasil di muka gk enak, berasa berat, nimbulin efek whitecast dan bikin minyakan juga. Repurchase? Gak dong! 😅",1,Null
dyzhea,19 - 24,"parah, ini bener2 buat muka aku jadi bruntusan dan jerawat mateng gtu di bagian tzone. sungguh gk rekomendasi bgt buat yg kombinasi acne prone, gk bgt. Teksturnya juga greasy bgt, lengket, walaupun murce, gk lgi2 deh, balik aja aku lgi deh ama skin aqua",1,Null
Febyerika21,19 - 24,"Hari kedua pakai produk ini, mulai muncul jerawat gede di pipi kanan. Lalu aku masih terusin karena aku pikir mungkin ini efek purging dulu kali. Ternyata aku tahan-tahan sampai sebulan pakai tetep muncul jerawat malah makin parah.  Akhirnya daripada mubadzir, aku pakai produk ini sebagai sunscreen badan aja. Setelah aku hentikan pemakaian di muka, jerawatku berangsur-angsur mereda dan udah ndak muncul jerawat di pipi kanan lagi sekarang. Jadi aku simpulkan kalau breakout di pipi kananku karena produk ini.",1,Null
NadyaHervilanti,18 and Under,"ga suka banget, muka aku beruntusan pake ini:( ga tahu sih apa emang aku aja yg ga cocok. Tapi, beneran kesel banget waktu udah pake ini:( Ketahuannya, waktu aku coba ga pake apa2 kecuali produk ini..kebangetan benerannn huaaa. Tapi, produk2 wardah yg lain bagus2 ko, aku aja yg lagi sial 😂",1,Null
Dirazalika,18 and Under,"Ini sunscreen pertama aku, harganya sih pas ya, tapi sayangnya aku gk cocok pake ini. Setiap pake ini muka aku keluar bruntusan banyak banget. Trus minyak di muka juga jadi parah, jadinya aku stop pake ini.",1,Null
juligraceia,30 - 34,"Nyoba ini waktu lagi liburan ke papua karena kehabisan sunscreen, dan cuma nemu ini doang di supermarket, tapii its big mistake! Duuh langsung jerawatan gede2 pake ini, muka super berminyak, kusam banget bahkan dlm setengah jam pemakaian.. big no no deh buat gue..",1,Null
